uid,speed_mean_wk_1,speed_mean_wk_2,speed_mean_wk_3,speed_mean_wk_4,speed_mean_wk_5,speed_mean_wk_6,speed_mean_wk_7,speed_mean_wk_8,speed_mean_wk_9,speed_mean_wk_10,speed_max_wk_1,speed_max_wk_2,speed_max_wk_3,speed_max_wk_4,speed_max_wk_5,speed_max_wk_6,speed_max_wk_7,speed_max_wk_8,speed_max_wk_9,speed_max_wk_10,speed_sd_wk_1,speed_sd_wk_2,speed_sd_wk_3,speed_sd_wk_4,speed_sd_wk_5,speed_sd_wk_6,speed_sd_wk_7,speed_sd_wk_8,speed_sd_wk_9,speed_sd_wk_10,travelstate_time_stationary_wk_1,travelstate_time_stationary_wk_2,travelstate_time_stationary_wk_3,travelstate_time_stationary_wk_4,travelstate_time_stationary_wk_5,travelstate_time_stationary_wk_6,travelstate_time_stationary_wk_7,travelstate_time_stationary_wk_8,travelstate_time_stationary_wk_9,travelstate_time_stationary_wk_10,travelstate_time_moving_wk_1,travelstate_time_moving_wk_2,travelstate_time_moving_wk_3,travelstate_time_moving_wk_4,travelstate_time_moving_wk_5,travelstate_time_moving_wk_6,travelstate_time_moving_wk_7,travelstate_time_moving_wk_8,travelstate_time_moving_wk_9,travelstate_time_moving_wk_10,outdoor_time_wk_1,outdoor_time_wk_2,outdoor_time_wk_3,outdoor_time_wk_4,outdoor_time_wk_5,outdoor_time_wk_6,outdoor_time_wk_7,outdoor_time_wk_8,outdoor_time_wk_9,outdoor_time_wk_10,indoor_time_wk_1,indoor_time_wk_2,indoor_time_wk_3,indoor_time_wk_4,indoor_time_wk_5,indoor_time_wk_6,indoor_time_wk_7,indoor_time_wk_8,indoor_time_wk_9,indoor_time_wk_10,indoor_dist_wk_1,indoor_dist_wk_2,indoor_dist_wk_3,indoor_dist_wk_4,indoor_dist_wk_5,indoor_dist_wk_6,indoor_dist_wk_7,indoor_dist_wk_8,indoor_dist_wk_9,indoor_dist_wk_10,outdoors_dist_wk_1,outdoors_dist_wk_2,outdoors_dist_wk_3,outdoors_dist_wk_4,outdoors_dist_wk_5,outdoors_dist_wk_6,outdoors_dist_wk_7,outdoors_dist_wk_8,outdoors_dist_wk_9,outdoors_dist_wk_10,altitude_mean_wk_1,altitude_mean_wk_2,altitude_mean_wk_3,altitude_mean_wk_4,altitude_mean_wk_5,altitude_mean_wk_6,altitude_mean_wk_7,altitude_mean_wk_8,altitude_mean_wk_9,altitude_mean_wk_10,altitude_sd_wk_1,altitude_sd_wk_2,altitude_sd_wk_3,altitude_sd_wk_4,altitude_sd_wk_5,altitude_sd_wk_6,altitude_sd_wk_7,altitude_sd_wk_8,altitude_sd_wk_9,altitude_sd_wk_10,altitude_max_wk_1,altitude_max_wk_2,altitude_max_wk_3,altitude_max_wk_4,altitude_max_wk_5,altitude_max_wk_6,altitude_max_wk_7,altitude_max_wk_8,altitude_max_wk_9,altitude_max_wk_10,altitude_min_wk_1,altitude_min_wk_2,altitude_min_wk_3,altitude_min_wk_4,altitude_min_wk_5,altitude_min_wk_6,altitude_min_wk_7,altitude_min_wk_8,altitude_min_wk_9,altitude_min_wk_10,location_count_wk_1,location_count_wk_2,location_count_wk_3,location_count_wk_4,location_count_wk_5,location_count_wk_6,location_count_wk_7,location_count_wk_8,location_count_wk_9,location_count_wk_10,location_1_time_wk_1,location_1_time_wk_2,location_1_time_wk_3,location_1_time_wk_4,location_1_time_wk_5,location_1_time_wk_6,location_1_time_wk_7,location_1_time_wk_8,location_1_time_wk_9,location_1_time_wk_10,location_2_time_wk_1,location_2_time_wk_2,location_2_time_wk_3,location_2_time_wk_4,location_2_time_wk_5,location_2_time_wk_6,location_2_time_wk_7,location_2_time_wk_8,location_2_time_wk_9,location_2_time_wk_10,location_3_time_wk_1,location_3_time_wk_2,location_3_time_wk_3,location_3_time_wk_4,location_3_time_wk_5,location_3_time_wk_6,location_3_time_wk_7,location_3_time_wk_8,location_3_time_wk_9,location_3_time_wk_10,location_4_time_wk_1,location_4_time_wk_2,location_4_time_wk_3,location_4_time_wk_4,location_4_time_wk_5,location_4_time_wk_6,location_4_time_wk_7,location_4_time_wk_8,location_4_time_wk_9,location_4_time_wk_10,location_5_time_wk_1,location_5_time_wk_2,location_5_time_wk_3,location_5_time_wk_4,location_5_time_wk_5,location_5_time_wk_6,location_5_time_wk_7,location_5_time_wk_8,location_5_time_wk_9,location_5_time_wk_10,bearing_north_time_wk_1,bearing_north_time_wk_2,bearing_north_time_wk_3,bearing_north_time_wk_4,bearing_north_time_wk_5,bearing_north_time_wk_6,bearing_north_time_wk_7,bearing_north_time_wk_8,bearing_north_time_wk_9,bearing_north_time_wk_10,bearing_east_time_wk_1,bearing_east_time_wk_2,bearing_east_time_wk_3,bearing_east_time_wk_4,bearing_east_time_wk_5,bearing_east_time_wk_6,bearing_east_time_wk_7,bearing_east_time_wk_8,bearing_east_time_wk_9,bearing_east_time_wk_10,bearing_south_time_wk_1,bearing_south_time_wk_2,bearing_south_time_wk_3,bearing_south_time_wk_4,bearing_south_time_wk_5,bearing_south_time_wk_6,bearing_south_time_wk_7,bearing_south_time_wk_8,bearing_south_time_wk_9,bearing_south_time_wk_10,bearing_west_time_wk_1,bearing_west_time_wk_2,bearing_west_time_wk_3,bearing_west_time_wk_4,bearing_west_time_wk_5,bearing_west_time_wk_6,bearing_west_time_wk_7,bearing_west_time_wk_8,bearing_west_time_wk_9,bearing_west_time_wk_10
u12,0.266493262994186,0.3204903571101871,0.17768268405797102,0.051657829761904764,0.1054449060362173,0.03585620659898477,0.2311378102102102,0.11621251897073663,0.10878134215784216,0.012844039329268293,20,33.48974,27.25,16.75,17.564169,16.03122,37.263420000000004,34.25,22.655022,3.535534,1.86971379536371,2.620122353951674,1.7964355785969413,0.7614664358038964,1.1688683360677081,0.6654171436683493,2.236250852884624,1.705306949823244,1.2677853883920007,0.17371900046441602,227303,369715,411580,459726,426636,460429,453466,466279,475775,306163,106089,142916,120093,106491,109829,122658,106218,111335,110773,83901,79110,59030,35189,37994,58376,20950,44656,19359,15844,4717,334592,518538,545063,566217,538265,583087,560184,583647,588400,397862,0.2989321425680241,0.701858207048263,0.647010494985572,0.39178749245138444,0.42551479342679555,0.3945791484824501,0.6918821276676714,0.8492890080418964,0.668067433820941,0.7062536816134146,0.2989321425680241,0.701858207048263,0.647010494985572,0.39178749245138444,0.42551479342679555,0.3945791484824501,0.6918821276676714,0.8492890080418964,0.668067433820941,0.7062536816134146,33.32848841645378,12.771933462416424,7.179296045814038,10.020634938801587,16.195975842849496,5.969881512788325,12.29529528002072,4.842280498545106,4.476523484145854,1.947560961652439,68.01043624342563,44.56624074743694,35.25720626745529,38.94956797823546,49.24569511086653,30.916298585659497,44.00579139920496,27.562760514094702,26.647485811579042,16.66454448729436,237.800003052,221.100006104,231.199996948,222.600006104,221.699996948,198.699996948,397.299987793,271,206.5,174.899993896,0,-40.7000007629,-50,0,0,0,0,0,0,0,80,244,118,196,215,156,168,231,156,141,83,306,NA,203,1927,74,3848,2511,3816,3777,8200,12308,13113,12277,8421,12668,12486,12814,45515,18938,1391,10829,506,7965,2131,3731,7518,3105,11873,4440,2304,4370,3253,9923,10132,4659,4359,6431,5088,3871,NA,NA,NA,44,34,NA,NA,141,104,56,61506,43539,23400,30792,52032,15376,32115,12441,7799,3614,3722,842,5803,1199,4033,NA,1654,3400,2279,593,6247,8034,3575,3602,NA,2784,7544,2994,2877,510,7635,6615,2411,2401,2311,2790,3343,524,2889,NA
u13,0.029090268624338625,0.0259003393877551,0.09190778592190889,0.14679257419421488,0.050764692076502735,0.0340750001447178,0.18840649143063584,0.1361651553125,0.07585182187651332,0.03899600674157303,2.304886,2.75,13.009612,18.506756,16.25769,7.648529,24.020824,21.755747,15.75,11.101802,0.23873625050179892,0.2307908284667777,0.7261324293863514,1.2200411991331406,0.6247993729040194,0.2978566296019575,1.584795032442228,1.207520339782525,0.9210074037547797,0.5947745282656183,196198,497971,409625,401427,375342,348648,193488,454059,405832,183803,18104,60551,84900,82038,94055,8282,25912,89026,69213,21103,5910,29127,55036,89809,83445,57452,16051,49723,17046,3496,222701,560650,498730,492464,482602,365135,234784,549083,493516,213909,0.04524275422997972,0.23532379025637562,0.23401112399912402,0.35747765389227226,0.3716331116829657,0.10865076181987625,0.2921728032162816,0.6461976808413041,0.6671981234563109,0.1726393498640749,0.04524275422997972,0.23532379025637562,0.23401112399912402,0.35747765389227226,0.3716331116829657,0.10865076181987625,0.2921728032162816,0.6461976808413041,0.6671981234563109,0.1726393498640749,3.6904761904761907,5.818571425457551,11.403687590886552,17.90144632670909,16.640163932342485,15.690955178613386,6.217485593236995,9.359072600643952,4.3357142524601695,2.0356741058657306,20.69169618343355,25.75846679341764,34.82168987702088,43.36755127144386,42.580136749940166,40.33035010491293,27.59044876145126,32.50156939917113,23.54036607236566,15.886265881859236,148,164.899993896,196.100006104,186,199.800003052,167.100006104,199.600006104,205,215.199996948,143.399993896,0,0,0,0,0,0,0,0,0,0,36,136,147,141,141,63,72,336,145,44,1941,16986,9451,15087,11306,3867,7747,17342,15885,1896,38756,238603,233233,327047,325175,332052,93571,198492,241633,102458,452,597,435,404,788,154,215,948,645,119,NA,518,28,53,516,791,14656,1181,467,231,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,2415,22237,44996,71822,69255,47607,2616,34339,11297,2284,NA,1093,4152,4819,2947,2034,2961,5502,1254,1212,1197,2299,3498,9463,6091,3757,6684,7328,3995,NA,2298,3498,2390,3705,5152,4054,3790,2554,500,NA
u14,0.015635472149253732,0.0154873378,0,0.002028397565922921,0.025144210165484633,0.011686991869918699,0.027770509627329194,0.0156903559,0,0.008663366336633664,1.25,3.5794554,0,1,2.1360009,1.25,2.4622145,1.5,0,1.75,0.129550156686354,0.1925728759751333,0,0.045037734911104674,0.1732739250069813,0.11278098918200602,0.21663076621036448,0.1407830918190749,0,0.1231295703278014,275258,395761,355324,389055,325427,430478,253892,237716,239999,204104,120789,192231,183677,194696,137005,136010,120538,109692,82807,30702,7872,12492,10597,7427,43568,25183,12170,6233,1194,3395,396047,587992,543800,585551,464232,566488,376230,355809,334806,240807,0.18471589948898845,0.2339151747469284,0.19632092262944031,0.28546664048357656,0.16838203386182304,0.16754581353221232,0.11884880090755516,0.11950073909232767,0.05449347079552402,0.02741577313202954,0.18471589948898845,0.2339151747469284,0.19632092262944031,0.28546664048357656,0.16838203386182304,0.16754581353221232,0.11884880090755516,0.11950073909232767,0.05449347079552402,0.02741577313202954,3.2656716873432834,3.17900003052,3.053043481578261,2.1882353003083166,3.6205674054801418,6.2579267858455285,4.541614911571428,2.802333297726667,0.5053956834532374,2.115346474217822,22.84240073903819,22.887829428940524,21.83508529874013,18.316594324912074,22.49785745705011,29.15819389064894,25.603261260794472,19.680699119634756,8.426630021852148,17.274816891408342,221.600006104,223.300003052,203.699996948,169.899993896,198,172.699996948,191.300003052,149.699996948,140.5,144.5,0,0,0,0,-15.5,0,0,0,0,0,272,245,214,256,195,208,237,202,57,37,1303,20616,917,5917,NA,NA,NA,223,NA,NA,7845,17790,71558,75722,81838,147701,98345,74083,136234,156143,273,435,688,366,301,212,126,NA,NA,73,NA,NA,NA,NA,1875,NA,10137,NA,NA,NA,137,NA,NA,124,NA,NA,NA,NA,NA,NA,3553,8291,10597,6305,38304,19237,6811,3777,1194,3395,2402,1198,NA,1122,NA,2392,NA,2456,NA,NA,1917,3003,NA,NA,4103,1188,3016,NA,NA,NA,NA,NA,NA,NA,1161,2366,2343,NA,NA,NA
u15,0.6820819255813954,0.23291233166666667,0.007354142857142857,0.03575310726851852,0.03166241246987952,0.1582104693877551,0.029874213836477988,0.019959913488372092,0,0.02077901443298969,33.50373,18.256847,1.25,2.0155644,1.9525625,3,2.5,3.0413814,0,2.0155644,4.396113506365397,1.2933575118756377,0.09331361326210316,0.22268332237743887,0.21350017965299367,0.602906819728601,0.2441803323583047,0.22388712546181258,0,0.20464955841198468,187813,147606,253805,148799,139202,84247,133412,150001,2406,92399,52863,90002,119280,96584,50041,66230,44697,102016,6598,15592,12398,53306,4324,7221,6298,22389,4960,2380,NA,1209,249076,245407,383284,254987,195248,153481,188915,256216,14045,117594,0.06782706297245782,0.11658220205683571,0.16593747888019567,0.18591766406290808,0.09381872843431724,0.09293398556735412,0.07415176703656959,0.1038945831050268,0.014015478072836972,0.055266899117356244,0.06782706297245782,0.11658220205683571,0.16593747888019567,0.18591766406290808,0.09381872843431724,0.09293398556735412,0.07415176703656959,0.1038945831050268,0.014015478072836972,0.055266899117356244,4.893488338377209,3.282083303727292,1.829192546583851,4.171759252194445,4.568072261578314,12.82653066415102,3.472955955647799,1.4665116421023257,0,1.443298969072165,32.367644694434304,22.564430353380164,16.381049160525226,24.953064569698462,26.47493721815495,37.34273044887222,21.702757936377708,15.221120974200284,0,14.214846311870678,288.5,158,158.5,187.100006104,188.5,174.800003052,144.300003052,170.600006104,0,140,-37.2999992371,-55.0999984741,0,0,0,0,0,0,0,0,137,134,155,154,183,128,106,136,17,65,NA,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13128,35906,29903,12511,8501,1800,26886,144,77,365,139,143,68,119,184,NA,19,6650,2274,67,NA,NA,NA,NA,NA,NA,16,131571,182837,245900,124658,106996,63019,132164,188801,5403,67773,2130,25106,3120,NA,4138,16700,3758,NA,NA,1209,1199,14401,NA,1203,1199,2305,NA,1178,NA,NA,6574,12599,1204,1206,NA,2275,NA,NA,NA,NA,2495,1200,NA,4812,961,1109,1202,1202,NA,NA
u16,0.018483212903225806,0.004120224778947368,0.020198220673076923,0.03242893131578947,0.04309832785388128,0.01219709664310954,0.01883948827225131,0.004947613504074505,0.005445924573721163,0.022618414040114613,1.8027756,1.25,3.2015622,3.5,13,1.8027756,4.069705,1.75,2.0615528,7.8938265,0.15702663993411536,0.06583504934532695,0.21512274988226524,0.2748058215670751,0.6349587455447918,0.12693316927277623,0.20645008763982134,0.0847763590394771,0.09119317756665456,0.42254684490341077,295798,451202,394101,485999,422986,460609,458394,453664,530572,199272,107406,114002,96108,95406,50350,97903,111817,52866,68491,10808,5948,2399,5888,12600,43890,9909,10588,4133,3334,504,403204,568209,496206,581405,484138,567523,573213,519075,600263,210080,0.1275870815045778,0.1973667390626359,0.17740249000906633,0.18949494254542568,0.1122564163957899,0.18295031118715482,0.27806251709720275,0.12475976964114156,0.1590164550869023,0.05106868138798432,0.1275870815045778,0.1973667390626359,0.17740249000906633,0.18949494254542568,0.1122564163957899,0.18295031118715482,0.27806251709720275,0.12475976964114156,0.1590164550869023,0.05106868138798432,2.2492668621700878,0.6926315789473684,1.9137019194088942,3.1170040393157894,12.215753407237214,2.0867491139116607,2.09120421884178,1.1374854375366705,0.9069207668786359,0.3744985585902579,18.50336632495663,10.717286070106788,17.91209134479112,21.92516848645235,41.3276587119439,16.546338798315265,17.42272407291953,12.562773401950555,11.989295109638485,6.996210435998633,170,181.100006104,199.899993896,191.399993896,211.300003052,159.100006104,185.5,147.399993896,220.600006104,130.699996948,0,0,0,0,0,0,0,0,0,0,145,194,193,276,158,247,328,185,186,56,11455,1632,3458,3000,3885,2137,26712,7536,10424,387,40995,33339,36212,56480,53780,88278,52449,122927,91421,50673,199,350,142,437,103,269,103,NA,NA,NA,NA,94,NA,1848,NA,NA,1200,NA,NA,NA,279635,445790,406071,473779,425804,413806,393050,362814,445241,149157,3596,1200,2405,4202,40303,4808,2324,2337,2132,NA,NA,NA,NA,1203,NA,2099,4200,593,NA,NA,2352,NA,1200,3600,2466,1202,582,NA,603,504,NA,1199,2283,3595,1121,1800,3482,1203,599,NA
u17,0.012727042485549133,0.025811756197802196,0.0019880715705765406,0.008248080334728033,0,0.004792426373626374,0.011017664847715736,0.006487025948103792,0.005241002719665272,0.0018168572199730095,1.8027756,2.236068,1,1.3462912,0,1.8027756,1.6007811,3,3.0103986,1.3462912,0.13994259424372685,0.1837078819727802,0.044587796206771196,0.10395714782004788,0,0.08685516808303016,0.11669335325060808,0.11541020239355036,0.10810718076122017,0.04945724301764175,345599,405004,541807,441490,517104,564455,407975,566398,513706,427197,66936,125183,57598,123159,70231,26287,57449,33714,56054,18718,3264,13893,2399,3292,3669,13771,6776,4201,2039,485,412535,530188,599405,571429,590264,591916,469627,600112,576356,445915,0.10073610575079407,0.1553479408598385,0.1236532964719906,0.19728142180561634,0.1670411666577029,0.11008099923334477,0.17191701001852555,0.11197344581033633,0.1557621967747235,0.07270212216796516,0.10073610575079407,0.1553479408598385,0.1236532964719906,0.19728142180561634,0.1670411666577029,0.11008099923334477,0.17191701001852555,0.11197344581033633,0.1557621967747235,0.07270212216796516,1.25,3.5463736565582415,0.6127236519840954,0.9671548181004184,1.0576923076923077,2.723390923566719,1.9826142170710659,0.8580838125369262,0.5649581653807532,0.16423751275033738,13.46039437082477,22.651357564442336,9.982853612513976,12.183600286269964,13.908458051159275,20.697020214542412,16.781983153210522,11.114649708893957,10.446742411754913,4.4707610985673165,165.199996948,163.100006104,191,155.600006104,230.800003052,186.699996948,163,162.899993896,249.5,121.699996948,0,0,0,0,0,0,0,0,0,0,147,303,167,223,247,259,257,177,176,92,NA,NA,NA,277,NA,NA,NA,1246,267,NA,18384,42726,25835,34798,54026,23010,30677,26314,75245,24835,130,113,214,205,80,248,223,NA,83,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,354,263,610,126,221,658,396,118,NA,1110,5082,1199,2110,3669,11176,3070,1770,NA,NA,1198,2206,1200,NA,NA,1301,1298,NA,NA,485,956,5404,NA,1182,NA,1294,1896,1745,1319,NA,NA,1201,NA,NA,NA,NA,512,686,720,NA
u18,0.06645176677233429,0.0219654139088729,0.0366167,0.03211097448,0.5514074248768472,0.018343731013916502,0.006313131313131313,0.01086616667574932,0.011531319011494253,0,3.0923293,1.5811388,2.6925824,3.8078866,31.5,2.828427,1.25,1.25,1.5,0,0.32520649495062487,0.15924103335676587,0.2359396476987729,0.269934463641196,3.8290412796463698,0.20217070465970152,0.08883363181483772,0.09892408868304496,0.11325878229724966,0,299027,362248,446541,472198,376974,535568,177674,355814,476023,21600,52741,69005,103364,116415,64421,56778,22813,50546,30376,3599,64975,68548,52499,13181,46877,11254,37128,31647,14346,NA,351768,431253,551705,588613,443195,592346,200487,408160,508199,30000,0.11378952734911067,0.12241388330519379,0.17609372494218528,0.18422097272526056,0.10235400191315047,0.09430391624803967,0.03595590481066038,0.07562633607953415,0.04834182523703473,0.011655557231095773,0.11378952734911067,0.12241388330519379,0.17609372494218528,0.18422097272526056,0.10235400191315047,0.09430391624803967,0.03595590481066038,0.07562633607953415,0.04834182523703473,0.011655557231095773,23.36974055484726,20.656115195741005,13.071912446351991,3.1553999938960002,11.535221718806158,2.5506958098807155,21.888888850353535,10.966212467531335,4.033793096432184,0,54.912310632423754,52.39390554562936,43.091507010194555,21.229157858945825,42.86314116810794,18.330044931455994,51.036812317193665,39.59303123055271,24.145762848427538,0,207.399993896,244.800003052,212.800003052,167.899993896,299.600006104,173.699996948,166.199996948,245.199996948,175.600006104,0,0,0,0,0,-30.7000007629,0,0,0,0,0,139,161,192,250,203,121,78,89,54,17,352640,386384,459100,415324,162909,445330,177634,320505,443443,8100,14969,31884,38933,89221,162873,97912,33532,32377,57253,17980,176,488,698,250,749,104,NA,NA,NA,NA,NA,NA,NA,68,120,NA,NA,NA,NA,NA,NA,16,346,NA,11,NA,74,NA,NA,NA,52539,60299,36956,5949,27717,7786,37128,28182,11950,NA,3593,2292,5999,2438,7214,NA,NA,1200,1200,NA,5247,3665,7196,2393,9392,1070,NA,1065,NA,NA,3596,2292,2348,2401,2554,2398,NA,1200,1196,NA
u19,0.38882125,0.04940686344758064,0.07113878438133875,0.07200647508946321,0.015324124603174604,0.04592085,0.020450317003968255,0.03277603414,0.004202448412698413,0.027023034832402235,31.004032,5.147815,5.5,16.5,2.6925824,11,3.363406,5.0559373,1.118034,2.1360009,3.122490792563261,0.32365258979489553,0.3797264815705695,0.7890144381344383,0.1687231092187861,0.5602376385840667,0.19455418384281314,0.27536773571239964,0.06674927266019692,0.19437879386092802,203996,459745,431439,481700,510499,486797,502348,448192,501644,362380,61427,104410,114672,100277,78751,100228,84989,132780,93562,53994,12375,27540,42525,19713,13164,15444,14490,17824,2397,10769,268423,568267,550288,581977,590547,588163,589733,582172,601476,419376,0.1276626722581286,0.2134591553841997,0.2004069025021011,0.17816562740897815,0.1525923340311015,0.14418368137666554,0.16396539316939993,0.18261244438100152,0.11397552373533319,0.06798300664618687,0.1276626722581286,0.2134591553841997,0.2004069025021011,0.17816562740897815,0.1525923340311015,0.14418368137666554,0.16396539316939993,0.18261244438100152,0.11397552373533319,0.06798300664618687,6.889655211878879,6.8068548017903225,9.720081120425963,4.330019880715308,3.2083333333333335,3.254960332599603,3.321626935683135,4.435400054936,0.5335317641984126,3.751117301385475,34.98659733676072,31.182678781413458,35.05602745828837,24.375414444462518,21.52502751984415,20.214098056443838,21.87479044118334,25.754108254448905,8.470013273748467,23.55495823812792,331.600006104,186.399993896,173.5,201,161.100006104,160.899993896,178.5,218.5,140.600006104,178.699996948,0,0,0,0,0,0,0,0,0,0,126,181,232,171,209,180,215,239,90,130,2896,NA,6755,4084,4698,21677,6503,158,NA,825,2634,2774,3490,25760,81139,77131,151162,141250,233956,139260,83343,310107,279626,422780,381875,405461,337290,269194,306702,236224,75,NA,NA,NA,NA,NA,NA,115,NA,NA,61,54,181,74,NA,108,NA,NA,142,NA,3379,10746,25177,7796,8328,4748,6012,7223,1197,5398,NA,3595,8346,1200,1089,2327,1215,5959,NA,1192,5400,8399,3066,6000,1197,8369,4700,NA,NA,4179,3596,4800,5936,4717,2550,NA,2563,4642,1200,NA
u20,NA,0.03504967261663286,0.007559930278884462,0.047228734131736526,0.026452464495049503,0.02416273,0.04001028079268293,0.00424757281553398,0.008561643835616438,NA,NA,3.6055512,1.118034,5.2974052,4,2.75,3.25,1.75,1.25,NA,NA,0.3022841919236574,0.07940408641448198,0.42202180780993276,0.26826764519418406,0.21863477790567942,0.28116147483654724,0.08621631183937588,0.10345073607529601,NA,NA,481918,504504,179259,400890,245674,323913,412895,159698,NA,NA,84792,73204,6000,47809,52903,33402,48598,9600,NA,NA,20297,25432,11540,156673,32743,34535,31062,6467,NA,NA,571397,577708,190064,448699,302687,360315,466293,169298,NA,NA,0.12386016495157966,0.11766488806378426,0.012496428350877152,0.10415252896072562,0.06927174824445688,0.0512249880967075,0.07070728168832313,0.012947319555561493,NA,NA,0.12386016495157966,0.11766488806378426,0.012496428350877152,0.10415252896072562,0.06927174824445688,0.0512249880967075,0.07070728168832313,0.012947319555561493,NA,NA,5.827586237849898,6.172709233262948,8.829940064934132,36.497821785199605,14.384285681586071,13.219207298463415,8.841504921038835,4.319178124,NA,NA,29.630991000332955,28.555913078142,35.68687016573039,62.044064061434675,43.99056055702863,41.192819783666415,34.205295043115434,23.087292821208006,NA,NA,197.899993896,181.600006104,206.300003052,201.699996948,214.399993896,181.800003052,151.100006104,141.800003052,NA,NA,0,0,0,0,0,0,0,0,NA,103,112,85,2,142,105,93,119,23,NA,NA,1846,NA,NA,650,NA,389,NA,NA,NA,5028,NA,371,NA,15818,4823,2359,99,NA,NA,129,NA,285,NA,422,252,71,101,NA,NA,226134,500323,521211,200866,497771,285483,355569,443545,149338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11991,23256,8055,153736,29575,29613,31062,6467,NA,NA,2395,1092,2290,1142,1196,3901,NA,NA,NA,NA,3515,NA,NA,NA,775,1013,NA,NA,NA,NA,2396,1084,1195,1795,1197,8,NA,NA,NA
u22,0.011651351906158357,0.006445897071129707,0.01374298101010101,0.017711163039014374,0.06838905775075987,0,0.014486109090909092,0.015281173594132029,0.11618203641618498,0.0035587188612099642,3.473111,1.5811388,2,4.609772,13.25,0,2.6925824,4,18.75,1,0.1899396800836709,0.0995812953534656,0.15443189246086933,0.2385645214003047,0.7564987671886532,0,0.17444085138951795,0.2127492348378921,1.1689114216691003,0.05965499862718933,329400,463275,430421,459986,249876,96908,466354,380226,282310,304583,76272,106233,154230,112925,33638,12894,68437,94404,57137,19266,2962,2399,12951,12373,111182,9595,12628,10003,62654,228,406872,571308,584651,575911,285314,113402,542591,483630,352047,340185,0.12738627816801734,0.16273711555324913,0.21999785209071876,0.18913450257651002,0.06122511976025913,0.0331973960203714,0.10607056268399988,0.12210550999972362,0.08486636603379505,0.06596822311797285,0.12738627816801734,0.16273711555324913,0.21999785209071876,0.18913450257651002,0.06122511976025913,0.0331973960203714,0.10607056268399988,0.12210550999972362,0.08486636603379505,0.06596822311797285,0.9873900203753666,0.6510460187196653,3.0145454946222223,3.157700180271047,17.204559325093168,8.65049506650198,3.632467525861472,2.710024453608802,21.3297688258211,0.49501781531672595,12.910442061137953,10.115868954711713,20.19593802294054,21.192895445899158,37.15225145374169,32.53262867417962,22.36525484393286,19.282293333536746,50.22145816975387,8.298010673176154,181,172.800003052,169.100006104,196.5,173.699996948,153,159.899993896,152.399993896,182.5,139.100006104,0,0,0,0,-24.2000007629,0,0,0,0,0,167,213,245,224,103,23,177,230,132,115,803,5123,73,3154,2941,NA,80,8476,4605,2422,13762,3228,16128,22829,NA,NA,NA,NA,NA,3759,336,111,2673,130,NA,NA,4908,NA,NA,NA,NA,24,NA,27,NA,NA,NA,675,1366,NA,314706,413547,389361,460329,242070,113820,479262,369624,318874,167581,2962,NA,9312,8854,102917,9595,11151,7769,56132,NA,NA,1197,1197,1195,NA,NA,1164,NA,1201,NA,NA,NA,NA,1128,3590,NA,313,2234,2997,228,NA,1202,2442,1196,4675,NA,NA,NA,2324,NA
u23,0.024694466445182726,0.06978702718181819,0.1254644940061162,0.16985040810026386,0.2372147215819209,0.2704273697752809,0.10352101628654971,0.07422284386819485,0.03990712,NA,3.7165172,3.363406,3.7165172,8.13941,6.6567636,6.5,9,4.031129,1.5,NA,0.30244253105460717,0.3600186792311695,0.485732266525229,0.7187100093406129,0.8075513505354217,0.8220600671632572,0.6058062755088607,0.4034330047044454,0.2018972646634324,NA,338097,293861,276418,273739,138672,196318,269270,338055,131097,NA,16282,26179,17927,20771,34672,14393,28321,12451,5222,NA,5033,68996,105834,132044,233885,192802,114967,57922,40107,NA,356779,323048,294345,294510,173344,212771,297591,350506,136319,NA,0.05153136337000963,0.08682559821838891,0.04354273921285938,0.04239865287840493,0.10355910384514122,0.04944278333472179,0.03676982868317233,0.022500457787115416,0.00484128952812749,NA,0.05153136337000963,0.08682559821838891,0.04354273921285938,0.04239865287840493,0.10355910384514122,0.04944278333472179,0.03676982868317233,0.022500457787115416,0.00484128952812749,NA,2.3627906875348836,26.57000001849606,34.14923561896596,47.757519810055406,78.96384186394859,75.71910095213315,38.0011694166269,23.49627492078281,37.483333485922,NA,18.43786524967345,57.160182261704236,64.12619057938655,70.5844839563586,78.26680428204533,80.83927209562732,64.73111099431009,55.228631138975345,101.70222625663293,NA,165.5,255.300003052,231.300003052,238.899993896,311.700012207,488.700012207,212.699996948,209.899993896,1043.80004883,NA,0,0,-3.59999990463,0,0,0,0,0,0,NA,73,103,99,44,117,79,117,83,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4967,7748,12010,34860,73933,7841,19640,NA,5785,NA,122,299,102,114,610,66,179,NA,239,NA,343492,514770,549203,558636,492964,571734,549345,600755,300586,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2714,51061,78555,105847,202108,143465,98167,50527,36507,NA,1236,2312,11683,1235,4778,10207,4800,1948,1800,NA,1083,8425,10798,18802,19631,17099,8400,1249,1800,NA,NA,7198,4798,6160,7368,22031,3600,4198,NA,NA
